train_input_1,train_input_2,train_output_1
[288 50 854 -514 -37 842 528 -911 449 862 -509 -589 193 82 -405 -24 752 929 167 -922 -795 -217 254 -238 551 -512 927],[987 77 255 822 -374 820 -486 -603 -559 543 -750 -282 -25 -988 -298 -393 143 578 69 416 629 41 -634 178 336 203 188],[1275 127 1109 308 -411 1662 42 -1514 -110 1405 -1259 -871 168 -906 -703 -417 895 1507 236 -506 -166 -176 -380 -60 887 -309 1115]
[973 811 -650 604 -485 499 -278 -186 -730 -330 612 897 -130 -597 407 20 -504 -984 -139 -964 804 629 -853 214 148 256 -41 970],[995 -57 108 -745 357 555 -60 -361 -509 -824 -401 287 525 188 949 651 -338 875 402 977 244 -272 289 -717 717 575 -591 -816],[1968 754 -542 -141 -128 1054 -338 -547 -1239 -1154 211 1184 395 -409 1356 671 -842 -109 263 13 1048 357 -564 -503 865 831 -632 154]
[630 375 124 613 -367 -440 -235 -832 409 321 -406 376 -935 512 960 -159 -218 -188 324 -16],[-523 558 315 -237 -359 -415 -655 -608 -27 704 -262 -586 39 292 -390 -480 302 -821 -646 -436],[107 933 439 376 -726 -855 -890 -1440 382 1025 -668 -210 -896 804 570 -639 84 -1009 -322 -452]
[-746 -807 -882 -49 342 84 815 -481 929 578 133 -768 -98 710 673 930 887 -534 171 780 791 -626 -206 -999 -285 149 -990 195 324 -784 -21],[-951 -54 112 951 -800 521 914 793 -386 866 909 161 -621 756 845 -626 689 982 -168 730 846 77 -157 706 -920 2 -413 22 -296 947 163],[-1697 -861 -770 902 -458 605 1729 312 543 1444 1042 -607 -719 1466 1518 304 1576 448 3 1510 1637 -549 -363 -293 -1205 151 -1403 217 28 163 142]
[492 688 997 339 -265 604 938 319 919 -354 -334 -527 664 -379 216 -1000 -322 -535 546 101 150 -547 201 -735 663 -277 768 201 82 -15 -866 919 -725 420 261 -282],[943 807 779 -474 543 -731 611 435 940 302 219 -811 -825 -321 -575 539 -792 490 -58 774 815 -992 -818 -771 -984 193 -938 338 778 -243 -246 126 -313 -738 -949 -191],[1435 1495 1776 -135 278 -127 1549 754 1859 -52 -115 -1338 -161 -700 -359 -461 -1114 -45 488 875 965 -1539 -617 -1506 -321 -84 -170 539 860 -258 -1112 1045 -1038 -318 -688 -473]
[-459 547 175 879 287 -804 755 465 -87 -238 -99 -190 963 38 -505 -912 510 -559 82 234 -266 185 -100 423 -843 -329 -355 924 -757 9 448 500 681 -301 714],[-773 958 655 -139 -25 168 783 -443 -990 290 252 984 -623 638 -227 114 368 185 265 419 925 -112 -333 182 205 224 497 -612 -866 826 301 -694 167 -727 -758],[-1232 1505 830 740 262 -636 1538 22 -1077 52 153 794 340 676 -732 -798 878 -374 347 653 659 73 -433 605 -638 -105 142 312 -1623 835 749 -194 848 -1028 -44]
[839 296 -377 134 129 -811 147 -363 184 63 -18 -593 -767 861 268 225 134 335 768 -173 -680 446 -558 -787 -152 -602 -88 214 663 823 -346],[872 -797 -305 13 343 -989 -307 -516 -632 -182 279 -334 49 -437 -192 -840 -530 907 919 364 449 -595 -224 672 -76 413 940 271 473 807 -80],[1711 -501 -682 147 472 -1800 -160 -879 -448 -119 261 -927 -718 424 76 -615 -396 1242 1687 191 -231 -149 -782 -115 -228 -189 852 485 1136 1630 -426]
[-557 534 -721 918 -576 170 483 988 160 -879 94 792 -872 596 637 172 635 -869 -327 -878 635 290 297 -620 -644 326 -90 239 -701 608 840 -795 412],[-904 101 553 -432 -904 -78 -638 854 689 -486 -815 444 20 -424 -723 -2 -897 -469 986 552 -247 -813 -313 200 -543 -711 -639 181 199 324 780 427 546],[-1461 635 -168 486 -1480 92 -155 1842 849 -1365 -721 1236 -852 172 -86 170 -262 -1338 659 -326 388 -523 -16 -420 -1187 -385 -729 420 -502 932 1620 -368 958]
[579 389 211 201 -622 932 29 -200 -731 -92 -455 174 -394 -466 844 967 847 -755 -303 877 -366 -697 160 -957 -19 -524 44 339],[32 292 -64 -833 335 263 103 933 415 -576 -299 -237 -501 130 -935 -244 286 5 768 -581 -663 90 -903 -55 156 -866 934 -960],[611 681 147 -632 -287 1195 132 733 -316 -668 -754 -63 -895 -336 -91 723 1133 -750 465 296 -1029 -607 -743 -1012 137 -1390 978 -621]
[-521 -291 -353 317 -551 -301 -36],[369 -263 864 -571 -836 808 -626],[-152 -554 511 -254 -1387 507 -662]
[-513 466 -24 -18 974 699 -160 995 603 903 335 870 380 885 -673 956 190 -884 601 93 -890 382 165 -996 221 -446 -198 -6 -280 -647 -247 -361 -842 681 877 481 -705],[-94 883 51 -799 -469 -811 477 911 -74 163 182 249 645 -70 581 -825 -295 -387 144 -712 -790 148 755 -863 933 -15 -528 -623 -129 -889 -739 -933 57 676 154 -448 337],[-607 1349 27 -817 505 -112 317 1906 529 1066 517 1119 1025 815 -92 131 -105 -1271 745 -619 -1680 530 920 -1859 1154 -461 -726 -629 -409 -1536 -986 -1294 -785 1357 1031 33 -368]
[831 754 248 -547 -609 -488 -216 6 -457 929 -136 -917 179 388],[-92 157 654 -295 -966 922 42 -297 -780 -442 216 310 -845 101],[739 911 902 -842 -1575 434 -174 -291 -1237 487 80 -607 -666 489]
[-181],[-738],[-919]
[-514 -648 -731 975 991 221 -617 -818 -231 964 -276],[492 -994 -60 -866 726 -700 483 -216 -779 -343 -590],[-22 -1642 -791 109 1717 -479 -134 -1034 -1010 621 -866]
[363 -415 724 408 -890 361 -742 -871 -821 159 -398 -403 -367 343 -707 82 130 -714 -218 -895],[-709 -5 212 -569 989 306 -8 -129 -947 -825 305 972 400 205 290 389 -966 -115 -687 612],[-346 -420 936 -161 99 667 -750 -1000 -1768 -666 -93 569 33 548 -417 471 -836 -829 -905 -283]
[794 -712 291 -717 -119 -996 -370 215 -289 -772 -450 -17 -476 -512 -767 -31 -724 380 -94 -677 678 339 -69 317 952],[426 296 843 253 -477 361 -384 905 853 -471 210 427 -250 300 535 638 22 805 622 -163 -570 331 224 379 -800],[1220 -416 1134 -464 -596 -635 -754 1120 564 -1243 -240 410 -726 -212 -232 607 -702 1185 528 -840 108 670 155 696 152]
[-594 -248 -733 -481 -247 -727 60],[-59 743 -917 60 118 -345 561],[-653 495 -1650 -421 -129 -1072 621]
[-360 624 745 770 296 -501 -40 -992 -466 -485 -915 574 77 -26 -415],[-234 405 364 608 -906 -588 -297 -407 -840 -39 394 309 404 535 685],[-594 1029 1109 1378 -610 -1089 -337 -1399 -1306 -524 -521 883 481 509 270]
[-68 452 47 304 -141 -522 -255 -660 479 196 15 5 -91 -228 -106 913 461 225 919 -985 782 343 -722 148 485 92 31 396 -220 657 -199 245 163 -790 -842 -636 814 -253 -639 37 -993 163 -945 -674 -280 903 409 -196 -277 457],[475 -143 -694 -410 276 134 -526 995 -50 602 -734 106 -901 -976 799 -957 -477 -373 -363 185 -651 346 584 310 -653 -159 -634 670 285 -938 215 -473 -251 52 -803 89 -517 389 146 -74 -843 -191 -985 51 -450 -745 267 -439 -3 -24],[407 309 -647 -106 135 -388 -781 335 429 798 -719 111 -992 -1204 693 -44 -16 -148 556 -800 131 689 -138 458 -168 -67 -603 1066 65 -281 16 -228 -88 -738 -1645 -547 297 136 -493 -37 -1836 -28 -1930 -623 -730 158 676 -635 -280 433]
[-458 -611 507 360 975 -894 -578 -529 -178 -693 -319 -432 -754 481 331 -460 -91 -111 617 671 -271 809 484 468 856 -224 -953 255 652 -80 -320 -966 -318 498 94 689 953 969 -211],[-971 -232 248 248 956 958 747 -965 787 887 -575 812 -146 353 -528 112 -546 973 -150 -856 -524 863 538 -213 -626 -747 12 896 689 726 684 471 697 -228 -869 -541 697 264 677],[-1429 -843 755 608 1931 64 169 -1494 609 194 -894 380 -900 834 -197 -348 -637 862 467 -185 -795 1672 1022 255 230 -971 -941 1151 1341 646 364 -495 379 270 -775 148 1650 1233 466]
[592 522 -284 559 852 -548 541 214 -139 79 -441 575 -685 981 973 872 -349 136 -998 939 748 -587 -133 67 575 327 -530 546 -974 -258 669 200 342 381],[-89 86 -665 189 556 -289 619 775 -311 -743 -986 650 447 -793 -766 306 -203 437 552 620 769 692 -287 381 -767 361 -776 -440 675 -865 719 -708 982 969],[503 608 -949 748 1408 -837 1160 989 -450 -664 -1427 1225 -238 188 207 1178 -552 573 -446 1559 1517 105 -420 448 -192 688 -1306 106 -299 -1123 1388 -508 1324 1350]
[790 -991 99 -306 303 885 -551 67 830 813 -500 -920 -532 -728 665 735 -673 427 844 -545 304 17 600 357 -361 -679 -346 -947 839 864 -954 728 844 -690 969 -363 616 -699 -302 -296 -235 457 -399 732 -867],[913 321 -402 -71 -726 -544 929 -417 45 -309 372 -723 -806 -826 -57 -797 -364 81 -467 260 -583 896 -100 691 -161 -357 -183 -335 -372 15 -152 -331 203 -306 116 392 257 359 617 -618 -624 142 -518 766 878],[1703 -670 -303 -377 -423 341 378 -350 875 504 -128 -1643 -1338 -1554 608 -62 -1037 508 377 -285 -279 913 500 1048 -522 -1036 -529 -1282 467 879 -1106 397 1047 -996 1085 29 873 -340 315 -914 -859 599 -917 1498 11]
[107 853 415 -367 -392 733 988 241 -617 -376 181 879 525 233 449 279],[364 -641 548 549 -873 -207 393 383 743 -618 -819 -997 792 12 -207 -875],[471 212 963 182 -1265 526 1381 624 126 -994 -638 -118 1317 245 242 -596]
[-76 83 139 -633 544],[-469 -711 -15 -689 604],[-545 -628 124 -1322 1148]
[-152 244 -952 -550 973 201 105 920 372 -887 405 313 385 815 -571 677 -593 496 31 -127 897 -564 -505 635 -727 749 836 549 -317 -980 620 -84 240 189 802 -967],[-897 -946 -641 -596 812 268 340 817 528 10 -246 -481 389 -656 541 -704 814 -680 -701 575 -790 -406 -28 -272 209 663 59 932 -326 -365 588 -202 -311 428 259 -520],[-1049 -702 -1593 -1146 1785 469 445 1737 900 -877 159 -168 774 159 -30 -27 221 -184 -670 448 107 -970 -533 363 -518 1412 895 1481 -643 -1345 1208 -286 -71 617 1061 -1487]
[851 614 -782 957 -771 513 -119 940 -374 746 116 951 -382 -527 518 537 336 345 -266 -209],[844 -822 745 715 -570 -518 808 -358 370 120 869 244 676 363 -523 639 -413 369 406 539],[1695 -208 -37 1672 -1341 -5 689 582 -4 866 985 1195 294 -164 -5 1176 -77 714 140 330]
[-355 657 715 251 228 691 -409 357 -457 -643 487 496 127 -251 123 401 253 1000 672 905 -706 -185 736 -426 -342 -102 173 808 721 -31 -668 45 976 -722 -185 -680],[-247 189 118 -264 343 -553 -513 406 541 183 -444 -661 -716 -120 929 230 287 -24 884 -108 156 -177 -279 -940 -683 101 -428 734 -765 518 -919 853 6 945 -652 422],[-602 846 833 -13 571 138 -922 763 84 -460 43 -165 -589 -371 1052 631 540 976 1556 797 -550 -362 457 -1366 -1025 -1 -255 1542 -44 487 -1587 898 982 223 -837 -258]
[-257 -557 1000 266 -556 -734 -727 -466 -574 -354 811 405 -229],[-603 -209 -843 -613 -988 -355 514 -920 414 -320 408 626 -684],[-860 -766 157 -347 -1544 -1089 -213 -1386 -160 -674 1219 1031 -913]
[199 575 335 849 238 318 776 -211 -7 148 879 -335 -755 213 411 88 969 119 -60 -311 -128 701],[391 -477 -415 -202 -228 645 -677 139 961 -560 -78 406 399 -587 -816 -760 766 -486 -309 -315 -166 22],[590 98 -80 647 10 963 99 -72 954 -412 801 71 -356 -374 -405 -672 1735 -367 -369 -626 -294 723]
[314 -160 -659 -160 -903 268 189 453 -565 811 -181],[363 430 -235 -833 -486 967 -9 288 -726 -489 715],[677 270 -894 -993 -1389 1235 180 741 -1291 322 534]
[-997 388 -20 -254 58 -826 -854 551 447 413 21 495 945 -149 212 -869 -801 -173 -675 -63 -858 -7 753 430 -304 62 -25 249 -695 -289 -444 -116 -293 172 -77 -609 879 -273 806 -224 -942 141 142 -955 11 -1000 -705 -314 106],[-365 643 755 -982 -858 -584 465 -807 63 800 496 -311 108 238 391 -570 -952 -444 877 -923 294 -375 976 650 405 83 -137 -703 519 -369 33 372 -128 386 -329 735 530 -556 -962 -237 -164 -443 -893 924 -705 -826 -544 999 -701],[-1362 1031 735 -1236 -800 -1410 -389 -256 510 1213 517 184 1053 89 603 -1439 -1753 -617 202 -986 -564 -382 1729 1080 101 145 -162 -454 -176 -658 -411 256 -421 558 -406 126 1409 -829 -156 -461 -1106 -302 -751 -31 -694 -1826 -1249 685 -595]
[587 560 -717 723 14 -976 276 -556 -686 -128 89 -893 -381 885 29 871 504 607 393 467],[-591 811 -668 -779 -529 -5 622 621 -176 317 -409 -819 736 -698 657 114 911 208 -373 519],[-4 1371 -1385 -56 -515 -981 898 65 -862 189 -320 -1712 355 187 686 985 1415 815 20 986]
[879 -818 101 794 -194 -161 588 557 -371 818 930 -458 -326],[128 136 -711 549 -645 -469 -828 448 -875 116 -481 897 -444],[1007 -682 -610 1343 -839 -630 -240 1005 -1246 934 449 439 -770]
[781 321 579 -188 943 -976 923 -646 -543 245 -544 644 559 -999 583 779 664 850 37 190 90 331 43 -1 305 -270 -743 351 900 22 425 603 -365 -79 -863 -26 504 -504],[356 -399 197 335 -521 -207 653 -724 -462 532 368 -164 331 701 -477 -213 -40 -863 863 39 686 -506 -881 -753 654 -946 436 437 503 -415 183 431 61 360 2 -784 287 -4],[1137 -78 776 147 422 -1183 1576 -1370 -1005 777 -176 480 890 -298 106 566 624 -13 900 229 776 -175 -838 -754 959 -1216 -307 788 1403 -393 608 1034 -304 281 -861 -810 791 -508]
[591 697 -291 835 -59 -793 -809 -695 -81 97 324 689 201 564 910 -27 -456 498 -429 -213 -930 149 -191 -837 -958 150 245 -426 -606 110 338 851 -378],[524 541 -163 803 350 -341 389 -456 18 -334 -849 -474 -370 -419 -542 -989 963 -412 0 -403 -986 -883 516 -259 737 692 -351 -107 -471 -759 -216 539 932],[1115 1238 -454 1638 291 -1134 -420 -1151 -63 -237 -525 215 -169 145 368 -1016 507 86 -429 -616 -1916 -734 325 -1096 -221 842 -106 -533 -1077 -649 122 1390 554]
[632 528 -60 -30 -915 471 -181 712 -93 306 -311 -909 -799 881 -262 -465 11 708 469],[672 11 800 344 54 -846 32 704 395 -803 -451 -523 -28 -29 681 319 -823 -659 -371],[1304 539 740 314 -861 -375 -149 1416 302 -497 -762 -1432 -827 852 419 -146 -812 49 98]
[833 -609 644 20 23 -96 618 225 653 564 47 -629 -903 -506 -546 -546 473 -522 -250 130 289 -271 -116 -956 881 104 439 768 -255 -56 233 -340 -600 -130 434 794 -503 926 287 811 344 679 241],[-858 -81 -653 452 -244 -439 351 108 591 -739 -831 397 398 67 466 252 937 -745 -117 -115 512 312 438 623 -368 135 92 926 -309 -142 852 -731 712 -51 -50 -315 -114 -40 513 -85 -258 -969 -818],[-25 -690 -9 472 -221 -535 969 333 1244 -175 -784 -232 -505 -439 -80 -294 1410 -1267 -367 15 801 41 322 -333 513 239 531 1694 -564 -198 1085 -1071 112 -181 384 479 -617 886 800 726 86 -290 -577]
[-238 -770 465 892 738 135 871 -484 -253],[531 -775 24 -591 -87 -579 -501 183 616],[293 -1545 489 301 651 -444 370 -301 363]
[-486 -100 -349 668 -720 -467 825 434 964 -562 -712 994 984 -481 -282 -499 253 -699 -34 463 -313 305 70 -856 82 750 -309 -258 -788 -238 -261 530 30 708 -621 -826 -228 918 291 929 492 -305 790 377 486],[133 411 103 -40 662 487 103 846 -137 451 369 769 -461 954 -100 382 -145 -417 628 -727 -325 675 553 -488 187 346 -178 498 -157 390 30 -789 748 -699 -618 -270 689 77 -668 505 -880 833 -529 -700 -196],[-353 311 -246 628 -58 20 928 1280 827 -111 -343 1763 523 473 -382 -117 108 -1116 594 -264 -638 980 623 -1344 269 1096 -487 240 -945 152 -231 -259 778 9 -1239 -1096 461 995 -377 1434 -388 528 261 -323 290]
[-924 683 -212 -215 764 605 389 111 18 -176 422 -930 747 711 -348 356 -64 505 374 455 -365 894 -568 247],[933 -957 41 381 417 651 490 -345 -757 -272 -971 -901 -796 472 393 -903 -119 66 329 -459 864 -922 308 289],[9 -274 -171 166 1181 1256 879 -234 -739 -448 -549 -1831 -49 1183 45 -547 -183 571 703 -4 499 -28 -260 536]
[544 151 0 -988 -572 719 69 -451 -473 -24 305 -22 -438 723 -693 78 131 -165 -247 296 713 -651 -675 -725 436 -572 -335 941 -744 245 -11 -56 144 -441 -938 20 -286 -630 171 367],[827 -230 821 345 131 526 347 893 -430 -495 471 -373 851 -836 853 516 904 -179 878 577 -836 -272 -402 -584 179 -948 -45 -133 -862 -91 -234 827 -342 -42 -460 -736 214 11 392 -974],[1371 -79 821 -643 -441 1245 416 442 -903 -519 776 -395 413 -113 160 594 1035 -344 631 873 -123 -923 -1077 -1309 615 -1520 -380 808 -1606 154 -245 771 -198 -483 -1398 -716 -72 -619 563 -607]
[-508 921 575 743 -649],[-617 -635 567 -881 12],[-1125 286 1142 -138 -637]
[-355 68 -200 77 322 -523 -930 -267 -137 430 -74 -724 785 -845 -548 -833 -143 -189 -540 582 974 791 -84 -526 -547 837 -46 -953 -668 401 8],[-904 -233 -861 -44 580 727 862 379 -306 767 185 -772 659 -740 118 359 -200 552 -231 -66 -810 -526 175 621 826 18 746 939 -72 928 -678],[-1259 -165 -1061 33 902 204 -68 112 -443 1197 111 -1496 1444 -1585 -430 -474 -343 363 -771 516 164 265 91 95 279 855 700 -14 -740 1329 -670]
[336 657 417 -807 -100 135 189 75 761 -317 335 -815 933 -707 880 312 -805 -375 406 739 3 917 52 -498 477 -672 528 906 -834 18 -181 -198 -153 -690 -126 96 -375 -166 -820 -407 -294 677],[-466 281 -169 477 -904 517 588 555 217 -594 -296 16 274 -616 -717 -312 630 -667 -396 859 291 121 591 716 624 685 -446 234 668 677 549 69 -226 -880 831 179 375 696 996 -17 863 822],[-130 938 248 -330 -1004 652 777 630 978 -911 39 -799 1207 -1323 163 0 -175 -1042 10 1598 294 1038 643 218 1101 13 82 1140 -166 695 368 -129 -379 -1570 705 275 0 530 176 -424 569 1499]
[-701 10 717 510 824 66 -255 -491 -152 -516 585 -770],[-34 531 325 238 871 500 -86 614 858 184 854 102],[-735 541 1042 748 1695 566 -341 123 706 -332 1439 -668]
[247 -101 654 -454 605 504 149 328 -868 31 -56 -441 954 706 427 -842 -248 -42 237 880 457 -87],[167 140 486 -226 125 729 -907 -172 897 -823 127 674 84 -701 338 567 723 -741 774 -923 -922 841],[414 39 1140 -680 730 1233 -758 156 29 -792 71 233 1038 5 765 -275 475 -783 1011 -43 -465 754]
[-772 807 501 -863 -821 460 184 579 253 -313 662 210 22 159 722 931 -500 -398 297 921 454 934 374 733 892 -462 654 70 -415 791 -469 -785 936 -960 852 -756 -642 747],[-677 18 6 205 -46 -119 256 809 -287 -392 822 -139 -298 -58 -129 -225 -301 864 525 831 308 -598 -415 747 900 -672 -252 -371 83 -48 -92 681 -854 -122 -835 -295 -389 514],[-1449 825 507 -658 -867 341 440 1388 -34 -705 1484 71 -276 101 593 706 -801 466 822 1752 762 336 -41 1480 1792 -1134 402 -301 -332 743 -561 -104 82 -1082 17 -1051 -1031 1261]
[-977 -715 86 -363 -265 431 -963 -607 777 -44 -31 -807 -765 544 -851 705 -910 314 9 -573 755 -318 158 558 -740 894 26 -306 -679 458 -219 -45 894 -647 -38 -982 -649 -565 478 -900 446 918 -663 364 359 302 -595 785 74 735],[338 203 81 -636 879 -690 704 288 -938 -353 208 664 771 -785 485 -282 -302 165 33 -686 928 132 816 465 894 -921 485 140 528 819 -251 321 -368 383 -905 333 191 18 -931 -75 489 -192 603 483 -465 -103 29 131 -15 -218],[-639 -512 167 -999 614 -259 -259 -319 -161 -397 177 -143 6 -241 -366 423 -1212 479 42 -1259 1683 -186 974 1023 154 -27 511 -166 -151 1277 -470 276 526 -264 -943 -649 -458 -547 -453 -975 935 726 -60 847 -106 199 -566 916 59 517]
[-921 -149 814 -856 -777 130 248 -713 -863 198 762 940],[257 -585 -308 325 867 -600 371 -872 91 -161 714 506],[-664 -734 506 -531 90 -470 619 -1585 -772 37 1476 1446]
[637 -494 432 -130 -943 487 931 540 676 257 -192 -682 -29 -745 343 724 -445 775 269 713 -725 -183 -242 -979 -721 392 -183 -993 -5 -508 97 -437 -282 -185 677 -182 -606 131 -894 168 -60 837 745 -603 970],[360 -902 168 -176 662 26 -95 44 703 -59 -800 659 -215 399 -734 146 6 904 445 69 374 682 -619 134 -304 73 138 -586 584 -152 911 869 -804 870 -996 -422 315 -351 -44 639 -408 262 -610 -729 -663],[997 -1396 600 -306 -281 513 836 584 1379 198 -992 -23 -244 -346 -391 870 -439 1679 714 782 -351 499 -861 -845 -1025 465 -45 -1579 579 -660 1008 432 -1086 685 -319 -604 -291 -220 -938 807 -468 1099 135 -1332 307]
[-522 -620 -752 -856 538 872 949 600 358 -458 117 549 -281 657 44 130 644],[982 613 500 -881 955 348 923 961 -427 -183 128 -175 989 76 -508 329 794],[460 -7 -252 -1737 1493 1220 1872 1561 -69 -641 245 374 708 733 -464 459 1438]
[920 -180 -754 -993 9 757 -804 798 -574 -577 548 351 635 -826 790 612 725 219 699 -55 -313 -134 -539 -111 -876 992 856 -857 848 964 465 610 476 -357 -265 -548 214 -879 -222 -76 671 -735 -968 660 -345 25],[696 -367 652 -826 179 -863 832 668 -489 347 -613 -53 -391 977 307 671 -388 139 776 780 463 -140 451 145 -527 -864 -312 444 720 -294 369 -143 124 -505 253 527 -425 -595 439 -607 128 689 -146 -487 239 320],[1616 -547 -102 -1819 188 -106 28 1466 -1063 -230 -65 298 244 151 1097 1283 337 358 1475 725 150 -274 -88 34 -1403 128 544 -413 1568 670 834 467 600 -862 -12 -21 -211 -1474 217 -683 799 -46 -1114 173 -106 345]
[874 -611 -483 -445 778 -343 -702 966 -999 -691 688 -681 492 -405 -409 345 -194 199 -767 560 662 -326 917 -325],[-452 192 477 944 -403 697 -569 -437 684 -460 -144 -947 718 161 -250 -885 303 437 -834 -703 486 479 -971 573],[422 -419 -6 499 375 354 -1271 529 -315 -1151 544 -1628 1210 -244 -659 -540 109 636 -1601 -143 1148 153 -54 248]
[-877 809 -816 -214 745 767 727 330 203 561 -659 702 -30 7 -983 944 -986 -579 320 155 510 -645 -991 -441 -991 -517 -904 -932 688 -500 -977 -550 -316 -492 -686 925 -524 -807 243 -693],[-352 678 548 -228 -584 -688 -904 -826 -1 -679 -364 370 929 -424 -504 -961 -314 -574 720 -581 -421 408 -915 -164 770 -903 58 -614 -802 -768 610 -352 -851 277 -922 34 820 785 -626 604],[-1229 1487 -268 -442 161 79 -177 -496 202 -118 -1023 1072 899 -417 -1487 -17 -1300 -1153 1040 -426 89 -237 -1906 -605 -221 -1420 -846 -1546 -114 -1268 -367 -902 -1167 -215 -1608 959 296 -22 -383 -89]
[-325 204 13 -359 -34 -294 -322 502 36 174 -951 -386 485 285 634 -946 96 468 -542 -276 -107 73 694 601 -703 223 271],[-331 -692 -810 934 643 -260 -971 -279 -787 -472 -845 -598 127 550 691 306 -464 -34 -548 123 -885 -947 -857 693 -855 -319 9],[-656 -488 -797 575 609 -554 -1293 223 -751 -298 -1796 -984 612 835 1325 -640 -368 434 -1090 -153 -992 -874 -163 1294 -1558 -96 280]
[82 -746 -116 535 961 300 792 767 937 -589 215 -404 -329 345 -154 600 -368 -178 395 -963 621 -747 846 -213 370 -851 169 539 -966 76 -949 857 320 86 -252 402],[-444 317 -132 912 180 -429 -365 68 -364 -424 490 683 -490 -999 615 -915 368 336 -639 95 256 -417 -912 -564 35 244 161 -112 819 836 -774 -553 837 -254 -24 187],[-362 -429 -248 1447 1141 -129 427 835 573 -1013 705 279 -819 -654 461 -315 0 158 -244 -868 877 -1164 -66 -777 405 -607 330 427 -147 912 -1723 304 1157 -168 -276 589]
[-633 723 754 -648 -60 -840 905 -787 439],[422 -847 -726 -194 -821 -767 884 -170 -123],[-211 -124 28 -842 -881 -1607 1789 -957 316]
[-36 164 959 -243 -472 -553 274 -845 -757 -568 573 359 -435 -332 -377 -634 -724 -534 309 -629 167 539 -647 845 -732 -238 -529 -486 -531 260 168 267 542 960],[-967 -286 -26 397 -596 378 -664 -391 63 -653 374 -553 774 -290 -313 392 -23 -119 -932 601 -501 405 1000 -831 -678 -836 -621 278 820 191 841 -770 729 972],[-1003 -122 933 154 -1068 -175 -390 -1236 -694 -1221 947 -194 339 -622 -690 -242 -747 -653 -623 -28 -334 944 353 14 -1410 -1074 -1150 -208 289 451 1009 -503 1271 1932]
